Genome ID,Genome Name,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Host Name,Host Common Name,bleO,aadD1,hlgA,hlgC,hlgB,erm(A),ant(9)-Ia,aur,icaC,,mecR1,mecI,tet(38),mepA,selX,cadD,qacR,qacA,splB,splA,lukD,lukE,sen,seu,sei,sem,seo,erm(C),scn,sak,sep,arsC,arsB,arsR,blaI,blaR1,blaZ,hld,lmrS,fosB,ser,sej,sed,blaTEM,aph(3')-IIIa,sat4,ant(6)-Ia,msr(A),mph(C),tst,sea,cadC,catA,qacC,aac(6')-Ie/aph(2'')-Ia,splE,seh,sek,seq,dfrS1,selV,lnu(A),mupA,merB,merT,merA,blaPC1,tet(K),tet(M),mco,cna,sel26,dfrG,lnu(B),lsa(E),spw,sel,sec2,fexA,tet(L),erm(T),tcrB,erm(B),sel27,sel28,sey,qacG,tet,iss,sel30,lukF-PV,lukS-PV,set,ses,vga(A)-LC,qacJ,seb,selZ,eta,ednB,lnu(A)',sel33,etb,sec3,str,lnu(G),sec1,vga(A),vanZ-A,vanY-A,vanX-A,vanA,vanH-A,vanS-A,vanR-A,qnrB,sul2,blaTEM-181,blaTEM-116,sal(A),mecA1,qacH,lsa(A),MRSA,mecA
1268883.3,Staphylococcus aureus 880,1268883,131567;2;1783272;1239;91061;1385;90964;1279;1280;1268883,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus;Staphylococcus aureus 880,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,880,NA,NA,NA,MLST.Staphylococcus_aureus.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2014-04-28,NA,NA,PRJNA183704,SAMN02732485,GCF_000647855.2,NA,JICL00000000,Washington University,WGS,Illumina,76.3x,Newbler MapAsmResearch v. 10/14/2011,NA,3,31,2908778,32.56,2,560448,61,10,NA,2912,100,100,NA,100,NA,blood of a 35 year-old male,NA,NA,NA,NA,Brazil,South America,Brazil: Sao Paulo,"Human, Homo sapiens",Human,0,0,1,1,1,0,0,1,1,,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
1280.18001,Staphylococcus aureus strain E987,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,E987,NA,NA,NA,MLST.Staphylococcus_aureus.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2018-09-21,NA,NA,PRJNA393041,SAMN07313984,GCA_003589645.1,NA,NMOR00000000,Universidad El Bosque,WGS,Illumina MiSeq,109.0x,CLC Genomics Workbench v. 8.5,NA,NA,295,2799298,32.78029,34,25058,46,NA,NA,2962,100,99.5,0.6,100,NA,blood,NA,2006,2006,NA,Ecuador,South America,Ecuador,"Human, Homo sapiens",Human,0,0,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1280.18002,Staphylococcus aureus strain P1209,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,P1209,NA,NA,NA,MLST.Staphylococcus_aureus.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2018-09-21,NA,NA,PRJNA393041,SAMN07313986,GCA_003589655.1,NA,NMOP00000000,Universidad El Bosque,WGS,Illumina MiSeq,127.0x,CLC Genomics Workbench v. 8.5,NA,NA,253,2983068,32.96462,21,38681,55,1,NA,3248,100,99.6,0.6,100,NA,Bronchia,NA,2006,2006,NA,Peru,South America,Peru,"Human, Homo sapiens",Human,0,0,1,1,1,1,1,1,1,,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1280.18003,Staphylococcus aureus strain P1108,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,P1108,NA,NA,NA,MLST.Staphylococcus_aureus.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2018-09-21,NA,NA,PRJNA393041,SAMN07313985,GCA_003589705.1,NA,NMOQ00000000,Universidad El Bosque,WGS,Illumina MiSeq,104.0x,CLC Genomics Workbench v. 8.5,NA,NA,286,2925826,32.802532,33,27376,54,1,NA,3136,100,99.6,0.6,100,NA,Surgical wound,NA,2006,2006,NA,Peru,South America,Peru,"Human, Homo sapiens",Human,0,0,0,1,1,1,1,1,1,,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1280.18512,Staphylococcus aureus strain USA300-SUR6,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,USA300-SUR6,NA,NA,NA,MLST.Staphylococcus_aureus.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2017-02-16,28106148,NA,PRJNA312385,SAMN04497600,GCA_003595465.1,NA,"CP014381,CP014382,CP014383",University Medical Center Groningen,WGS,Illumina,NA,SeqMan NGen v. 12.1.0,NA,2,3,2949912,32.75881,NA,2919719,62,9,NA,2972,98.13,97.89,NA,99.81,NA,Sputum,NA,2013-04-27,2013,NA,Suriname,South America,Suriname: Paramaribo,"Human, Homo sapiens",Human,0,0,1,1,1,0,0,1,1,,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1280.18513,Staphylococcus aureus strain USA300-SUR8,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,USA300-SUR8,NA,NA,NA,MLST.Staphylococcus_aureus.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2017-02-16,28106148,NA,PRJNA312385,SAMN04497602,GCA_003595505.1,NA,"CP014387,CP014388,CP014389,CP014390,CP014391",University Medical Center Groningen,WGS,Illumina,NA,SeqMan NGen v. 12.1.0,NA,4,5,2953985,32.759003,NA,2918010,62,9,NA,2982,98.13,97.89,NA,99.81,NA,Nose,NA,2013-05-02,2013,NA,Suriname,South America,Suriname: Paramaribo,"Human, Homo sapiens",Human,0,0,1,1,1,0,0,1,1,,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1280.20965,Staphylococcus aureus strain MRSA 10152,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,MRSA 10152,NA,NA,NA,MLST.Staphylococcus_aureus.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2016-10-26,NA,NA,PRJNA324673,SAMN05213228,GCA_001726145.1,NA,LZQL00000000,Universidade do Estado do Rio de Janeiro,WGS,Illumina MiSeq,300.0x,Geneious v. 6.1.7,NA,NA,62,2878277,32.81125,6,151866,17,3,NA,2939,98.07,97.77,NA,99.81,NA,sputun of patients with Cystic Fibrosis,isolated from humans have been performed in Brazil but none in CF patients,2010-04-01,2010,NA,Brazil,South America,Brazil,"Human, Homo sapiens",Human,0,1,1,1,1,0,0,1,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1280.21056,Staphylococcus aureus strain 3059,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,3059,NA,NA,NA,MLST.Staphylococcus_aureus.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2019-04-22,NA,NA,PRJNA532814,SAMN11415706,GCA_004803435.1,NA,SSWQ00000000,Universidade Federal de Vicosa,WGS,Illumina MiSeq,126.0x,CLC NGS Cell v. 9.5,NA,NA,29,2706407,32.83962,3,372386,56,4,NA,2735,98.13,97.47,0.19,99.62,NA,milk,NA,2015,2015,NA,Brazil,South America,Brazil,Bos taurus,Cow,0,0,1,1,1,0,0,1,1,,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280.23542,Staphylococcus aureus strain UA930,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UA930,NA,NA,NA,MLST.Staphylococcus_aureus.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2019-11-19,29977970,NA,PRJNA580194,SAMN13154606,GCA_009674225.1,NA,WKHD00000000,Universidad El Bosque,WGS,Illumina MiSeq,72x,SPAdes v. 3.13,NA,NA,132,2763703,32.765205,18,50546,57,8,NA,2789,98.13,97.95,0.57,99.81,NA,blood,NA,2013,2013,NA,Argentina,South America,Argentina,"Human, Homo sapiens",Human,0,0,1,1,1,0,0,1,1,,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280.23543,Staphylococcus aureus strain UA892,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UA892,NA,NA,NA,MLST.Staphylococcus_aureus.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2019-11-19,29977970,NA,PRJNA580194,SAMN13154619,GCA_009674245.1,NA,WKHB00000000,Universidad El Bosque,WGS,Illumina MiSeq,"73,69x",SPAdes v. 3.13,NA,NA,177,2897949,32.68712,4,278599,59,7,NA,2998,98.07,97.53,0.57,99.81,NA,blood,NA,2013,2013,NA,Argentina,South America,Argentina,"Human, Homo sapiens",Human,0,0,1,1,1,0,0,1,1,,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280.23544,Staphylococcus aureus strain UA889,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UA889,NA,NA,NA,MLST.Staphylococcus_aureus.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2019-11-19,29977970,NA,PRJNA580194,SAMN13154615,GCA_009674255.1,NA,WKGZ00000000,Universidad El Bosque,WGS,Illumina MiSeq,"77,04x",SPAdes v. 3.13,NA,NA,158,2827670,32.75467,4,251782,59,6,NA,2889,98.01,97.47,0.76,99.81,NA,blood,NA,2013,2013,NA,Argentina,South America,Argentina,"Human, Homo sapiens",Human,0,0,1,1,1,0,0,1,1,,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280.23545,Staphylococcus aureus strain UA705,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UA705,NA,NA,NA,MLST.Staphylococcus_aureus.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2019-11-19,29977970,NA,PRJNA580194,SAMN13154684,GCA_009674275.1,NA,WKGH00000000,Universidad El Bosque,WGS,Illumina MiSeq,"108,5x",SPAdes v. 3.13,NA,NA,74,2772116,32.66137,8,125672,57,5,NA,2772,98.13,97.89,NA,99.81,NA,blood,NA,2013,2013,NA,Argentina,South America,Argentina,"Human, Homo sapiens",Human,0,0,1,1,1,0,0,1,1,,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280.23546,Staphylococcus aureus strain UA843,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UA843,NA,NA,NA,MLST.Staphylococcus_aureus.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2019-11-19,29977970,NA,PRJNA580194,SAMN13154686,GCA_009674325.1,NA,WKGQ00000000,Universidad El Bosque,WGS,Illumina MiSeq,"94,9x",SPAdes v. 3.13,NA,NA,91,2761948,32.714046,7,132425,59,7,NA,2746,98.13,97.71,0.19,99.81,NA,blood,NA,2013,2013,NA,Argentina,South America,Argentina,"Human, Homo sapiens",Human,0,0,1,1,1,0,0,1,1,,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280.23547,Staphylococcus aureus strain UA806,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UA806,NA,NA,NA,MLST.Staphylococcus_aureus.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2019-11-19,29977970,NA,PRJNA580194,SAMN13154689,GCA_009674305.1,NA,WKGO00000000,Universidad El Bosque,WGS,Illumina MiSeq,"95,7x",SPAdes v. 3.13,NA,NA,126,2853763,32.770382,15,62631,54,6,NA,2892,98.13,97.71,0.57,99.81,NA,blood,NA,2013,2013,NA,Argentina,South America,Argentina,"Human, Homo sapiens",Human,0,0,1,1,1,0,0,1,1,,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280.23549,Staphylococcus aureus strain UA887,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UA887,NA,NA,NA,MLST.Staphylococcus_aureus.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2019-11-19,29977970,NA,PRJNA580194,SAMN13154663,GCA_009674355.1,NA,WKHF00000000,Universidad El Bosque,WGS,Illumina MiSeq,"61,49x",SPAdes v. 3.13,NA,NA,59,2747173,32.793457,4,276196,59,7,NA,2705,98.13,97.89,NA,99.81,NA,blood,NA,2013,2013,NA,Argentina,South America,Argentina,"Human, Homo sapiens",Human,0,0,1,1,1,0,0,1,1,,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280.2355,Staphylococcus aureus strain UA785,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UA785,NA,NA,NA,MLST.Staphylococcus_aureus.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2019-11-19,29977970,NA,PRJNA580194,SAMN13154631,GCA_009674365.1,NA,WKHI00000000,Universidad El Bosque,WGS,Illumina MiSeq,"54,72x",SPAdes v. 3.13,NA,NA,40,2772629,32.73626,4,198879,58,6,NA,2745,97.95,97.65,0.19,99.81,NA,blood,NA,2013,2013,NA,Argentina,South America,Argentina,"Human, Homo sapiens",Human,0,0,1,1,1,0,0,1,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280.23551,Staphylococcus aureus strain UA902,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UA902,NA,NA,NA,MLST.Staphylococcus_aureus.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2019-11-19,29977970,NA,PRJNA580194,SAMN13154693,GCA_009674405.1,NA,WKFS00000000,Universidad El Bosque,WGS,Illumina MiSeq,"201,79x",SPAdes v. 3.13,NA,NA,91,2823411,32.839783,12,84566,54,3,NA,2831,98.13,97.65,0.19,99.81,NA,blood,NA,2013,2013,NA,Argentina,South America,Argentina,"Human, Homo sapiens",Human,0,1,1,1,1,0,0,1,1,,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280.23552,Staphylococcus aureus strain UA931,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UA931,NA,NA,NA,MLST.Staphylococcus_aureus.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2019-11-19,29977970,NA,PRJNA580194,SAMN13154650,GCA_009674455.1,NA,WKFT00000000,Universidad El Bosque,WGS,Illumina MiSeq,166x,SPAdes v. 3.13,NA,NA,78,2705256,32.77956,8,100397,59,6,NA,2673,98.13,97.83,NA,99.81,NA,blood,NA,2013,2013,NA,Argentina,South America,Argentina,"Human, Homo sapiens",Human,0,0,1,1,1,0,0,1,1,,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
